id,name,category,brand,price,image
1363,"GLAMOUR 45 INVERTER FS Inverter Floor Standing AC/By Electronics World","Air Conditioners","45 Glamour",352500,"/images/products/m1_1363_45-glamour-glamour-45-inverter-fs-inverter-floor-standing-ac-by-electronics-world.jpg"
1365,"Orient 12X E-Tech Ultron Air Conditioner 1.0 Ton – T3 – WIFI-By Electronics World","Air Conditioners","Orient",12103,"null"
1366,"Orient 18X ETech Ultron Air Conditioner 1.5 Ton – T3 – WIFI-By Electronics World","Air Conditioners","Orient",18153,"null"
1367,"Orient 18G Max Air Conditioner 1.5 Ton – T3-By Electronics World","Air Conditioners","Orient",18153,"null"
1369,"Orient 24 AK Floor INV T3 Floor Standing Air Conditioner/By Electronics World","Air Conditioners","Orient",316000,"/images/products/m1_1369_orient-24-ak-floor-inv-t3-floor-standing-air-conditioner-by-electronics-world.jpg"
1370,"Orient 12G Everest / Frost Cooltron 1.0 TON Cool Only DC INVERTER /By Electronics World","Air Conditioners","Orient",112726,"null"
1371,"Orient 18G Everest / Frost Cooltron 1.5 TON Cool Only DC INVERTER /By Electronics World","Air Conditioners","Orient",45000,"null"
1373,"Homage 1 ton Smart Crystel HSC-1212S Split AC upto 75% Saving-By Electronics World","Air Conditioners","Homage",136500,"null"
1374,"Homage HES-1213 Grande T3 Non-Inverter Air Conditioner 1.0 Ton-By Electronics World","Air Conditioners","Homage",12133,"null"
1375,"Homage HES-1813 Grande T3 Non-Inverter Air Conditioner 1.5 Ton-By Electronics World","Air Conditioners","Homage",18133,"null"
1376,"Homage HCS-1221S Classic 1.0 Ton Inverter Air Conditioner-BE-On Installments","Air Conditioners","Homage",122110,"null"
1377,"Homage HCS-1821S Classic  Split AC 1.5 Ton (Heat & Cool)-BE-On Installments","Air Conditioners","Homage",182115,"null"
1378,"Homage HES-1222S 1 Ton Heat & Cool Air Conditioner-BE-On Installments","Air Conditioners","Homage",12221,"null"
1379,"Homage HES-1822S 1.5 Ton Heat & Cool Air Conditioner-BE-On Installments","Air Conditioners","Homage",182215,"null"
1380,"Homage HSC-1812S  1.5 ton Smart Crystel Split AC upto 75%Saving-By Electronics World","Air Conditioners","Homage",202000,"null"
1382,"Kenwood KES-1861S eSmart Platinum 1.5 Ton Full DC Inverter AC -By Electronics World","Air Conditioners","Kenwood",186115,"null"
1383,"Kenwood 2462 eSupreme Pro 60% Saving 2 Ton Inverter AC-By Electronics World","Air Conditioners","Kenwood",207092,"null"
1384,"Kenwood KEC-1267 eComfort Pro 1 Ton Inverter AC","Air Conditioners","Kenwood",12671,"null"
1385,"Kenwood KEC-1867 e-Comfort Pro 1.5 Ton Inverter AC-By World","Air Conditioners","Kenwood",186715,"null"
1386,"Kenwood KEL-1270S 1.5 Ton Heat & Cool eLuxury Pro Air Conditioner","Air Conditioners","Kenwood",127015,"null"
1387,"Kenwood KEL-1870S 1.5 Ton Heat & Cool eLuxury Pro Air Conditioner","Air Conditioners","Kenwood",187015,"null"
1388,"Kenwood KEL-2470S 1.5 Ton Heat & Cool eLuxury Pro Air Conditioner","Air Conditioners","Kenwood",247015,"null"
1389,"Kenwood KES-1271S E-Luxury Plus 1 Ton Dc Inverter Split AC","Air Conditioners","Kenwood",12711,"null"
1390,"Kenwood KES-1871S E-Luxury Plus 1.5 Ton Dc Inverter Split AC","Air Conditioners","Kenwood",187115,"null"
1391,"Kenwood KEN 1873S 1.5 Ton E Serene Inverter","Air Conditioners","Kenwood",187315,"null"
1392,"Kenwood KEN 2473S 2 Ton E Serene Inverter","Air Conditioners","Kenwood",24732,"null"
1393,"KEN 1274","Air Conditioners","KEN 1274",45000,"null"
1394,"Kenwood KEN-1874S E-Nexus 1.5 Ton Inverter Split AC","Air Conditioners","Kenwood",187415,"null"
1395,"Kenwood KEN-2474S E-Nexus 2 Ton Inverter Split AC","Air Conditioners","Kenwood",24742,"null"
1396,"KEN 1275","Air Conditioners","KEN 1275",45000,"null"
1397,"Kenwood KEO-1875S 1.5 Ton Heat & Cool eOasis Air Conditioner","Air Conditioners","Kenwood",187515,"null"
1398,"Kenwood KEO-2475S 2 Ton Heat & Cool eOasis Air Conditioner","Air Conditioners","Kenwood",24752,"null"
1399,"Kenwood 1 Ton eNova Pro Air Conditioner KEN-1276S","Air Conditioners","Kenwood",11276,"null"
1400,"Kenwood 1.5 Ton eNova Pro Air Conditioner KEN-1876S","Air Conditioners","Kenwood",151876,"null"
1401,"Kenwood 2 Ton eNova Pro Air Conditioner KEN-2476S","Air Conditioners","Kenwood",22476,"null"
1402,"KENWOOD DC INVERTER AC eSMART ONYX KES-1266S 1TON-BE-On Installments","Air Conditioners","Kenwood",12661,"null"
1403,"Kenwood 1866 eSmart Onyx 1.5 Ton Full 5DC Inverter AC-BE-On Installments","Air Conditioners","Kenwood",237500,"null"
1404,"Kenwood KEI-2441F Imperial Plus Cool AC Floor Standing-By Electronics World","Air Conditioners","Kenwood",270000,"null"
1405,"Kenwood KEI-2443FHI Floor Standing Heat & Cool 2Ton Inverter","Air Conditioners","Kenwood",24432,"/images/products/m1_1405_1785605197193.webp"
1406,"Kenwood KEI-2444 2.0 Ton FHI Inverter Floor Standing-By Electronics World","Air Conditioners","Kenwood",244420,"null"
1407,"Kenwood KEB-2446 FHI e-Breeze Floor Stranding Air Conditioner (2024)-By Electronics World","Air Conditioners","Kenwood",299000,"null"
1408,"Kenwood KES-2447FHI eSignature Floor Standing AC","Air Conditioners","Kenwood",372000,"null"
1409,"Kenwood KEI-4841FH Imperial 4 Ton Floor Standing AC-By Electronics World","Air Conditioners","Kenwood",48414,"null"
1410,"Kenwood KEB-4846FHI e-Breeze Inverter 4 Ton Floor Stranding AC-By Electronics World","Air Conditioners","Kenwood",48464,"null"
1411,"TCL 18HEF Extreme Series 1.5 ton INV Air Conditioner-By Electronics World","Air Conditioners","TCL",45000,"null"
1412,"TCL 12E COOL 1 ton DC Inverter Air Conditioner-By Electronics World","Air Conditioners","TCL",102000,"null"
1413,"TCL 18E-COOL 1.5 ton Inverter Air Conditioner-By Electronics World","Air Conditioners","TCL",129990,"null"
1414,"TCL 24E-COOL 2 ton Inverter Air Conditioner-By Electronics World","Air Conditioners","TCL",45000,"null"
1415,"TCL 18T3B-2 (1.5 Ton) Miracle Series Inverter Split Ac 2024-By Electronics World","Air Conditioners","TCL",45000,"null"
1416,"TCL 12T3-Pro (1.0 Ton) DC Inverter With Wi-Fi-By Electronics World","Air Conditioners","TCL",12310,"null"
1417,"TCL TAC-18T3 Pro 1.5 Ton DC Inverter AC-By Electronics World","Air Conditioners","TCL",18315,"null"
1418,"TCL 24T3 PRO 2.0 Ton Wi-fi Enabled Inverter Split AC-By Electronics World","LED TVs","TCL",24320,"null"
1419,"TCL TAC-18T5-Smart 1.5 Ton DC Inverter AC","Air Conditioners","TCL",18515,"null"
1420,"TCL 24T5-SMART-S 2 Ton Inverter Air Conditioner-By Electronics World","Air Conditioners","TCL",218000,"null"
1421,"TCL Elite TAC-24HEA 2.0 Ton-By Electronics World","Air Conditioners","TCL",45000,"null"
1423,"TCL TAC-24T3-FH Floor Standing T3 DC Inverter-By Electronics World","Air Conditioners","TCL",45000,"null"
1425,"Haier Floor Standing HPU-24HJ/013WSDC(G)-PURIFIER T3 PLUS INVERTER-By Electronics World","Air Conditioners","Haier",240133,"null"
1426,"Haier Floor Standing HPU-24CE03 AC 2 Ton Non Inverter Cool Only Cabinet  With Kit-By Electronics World","Air Conditioners","Haier",24032,"/images/products/m1_1426_1785605207884.jpg"
1427,"Haier HPU-24HDZ/012DC(G) Duzin Inverter FLOOR AC 2 Ton With Official Warranty-By Electronics World","Air Conditioners","Haier",240122,"null"
1428,"Haier 24HDZ UV 2.0 Ton Inverter Floor Standing AC-By Electronics World","Air Conditioners","Haier",307000,"null"
1429,"Haier Floor Standing AC 2-Ton Inverter HPU-24HE/DC with Kit-By Electronics World","Air Conditioners","Haier",273500,"null"
1430,"Haier Cabinet AC 4 Ton Non Inverter Cool Only HPU-48CE03-(R410a)-By Electronics World","Air Conditioners","Haier",376500,"null"
1431,"Haier Cabinet Cool Only 4-Ton Inverter HPU-48CE/DC (Cool Only)-By Electronics World","Air Conditioners","Haier",494500,"null"
1432,"HAIER HPU-48E/DC FLOOR DC Inverter Cabinet Type Air Conditioner (H&C)-By Electronics World","Air Conditioners","Haier",45000,"null"
1434,"GREE Split 12CM 11 AC 1 TON Charmo Series (Fixed Speed)-BE-On Installments","Air Conditioners","Gree",12111,"null"
1435,"GREE Split 18CM 11 AC 1.5 TON Charmo Series (Fixed Speed)-BE-On Installments","Air Conditioners","Gree",181115,"null"
1436,"GREE Split 24CM 11 AC 2 TON Charmo Series (Fixed Speed)-BE-On Installments","Air Conditioners","Gree",24112,"null"
1437,"Gree 1 Ton DC Inverter A/C Only Cool GS-12PITH-10W -By Electronics World","Air Conditioners","Gree",11210,"null"
1438,"Gree 1.5 Ton DC Inverter A/C Only Cool GS-18PITH-10W -By Electronics World","Air Conditioners","Gree",151810,"null"
1439,"Gree 2 Ton DC Inverter A/C Only Cool GS-24PITH-10W -By Electronics World","Air Conditioners","Gree",22410,"null"
1440,"Gree GS-12PITH11W Heat & Cool Inverter 1.0 Ton -By Electronics World","Air Conditioners","Gree",121110,"null"
1441,"Gree GS-18PITH11W Heat & Cool Inverter 1.5 Ton -By Electronics World","Air Conditioners","Gree",181115,"null"
1442,"Gree GS-24PITH11W Heat & Cool Inverter 2 Ton -By Electronics World","Air Conditioners","Gree",24112,"null"
1443,"12 PITH 11S","Air Conditioners","12 PITH 11S",45000,"null"
1444,"Gree 18PITH11S 1.5-Ton Pular DC Inverter AC Heat and Cool-By Electronics World","Air Conditioners","Gree",181115,"null"
1445,"GREE 24PITH11S Split AC 2 TON Pular Series (Inverter)-By Electronics World","Air Conditioners","Gree",24112,"null"
1446,"12 PITH 14S","Air Conditioners","12 PITH 14S",45000,"null"
1447,"Gree 18PITH14S 1.5-Ton Pular DC Inverter AC Heat and Cool-By Electronics World","Air Conditioners","Gree",181415,"null"
1448,"Gree 24PITH14S 2-Ton Pular DC Inverter AC Heat and Cool-By Electronics World","Air Conditioners","Gree",24142,"null"
1449,"GREE 12 AITH Split AC 1 TON Airy (Inverter)-By Electronics World","Air Conditioners","Gree",45000,"null"
1450,"GREE 18 AITH Split AC 1.5 TON Airy (Inverter)-By Electronics World","Air Conditioners","Gree",45000,"null"
1451,"GREE 26 AITH Split AC 2 TON Airy (Inverter)-By Electronics World","Air Conditioners","Gree",45000,"null"
1452,"GREE Split AC 1.5 TON Fairy Series 18FITH 1 (Inverter)-By Electronics World","Air Conditioners","Gree",15181,"null"
1453,"GREE Split AC 2 TON Fairy Series 24 FITH 1(Inverter)-By Electronics World","Air Conditioners","Gree",286000,"null"
1454,"GREE Split AC 2 TON Fairy Series 24 FITH 2(Inverter)-By Electronics World","Air Conditioners","Gree",286000,"null"
1455,"GREE Split AC 2 TON Fairy Series 24 FITH 3 (Inverter)-By Electronics World","Air Conditioners","Gree",286000,"null"
1456,"GREE 12 FITH 3W Split AC 1 TON Fairy (Inverter)-By Electronics World","Air Conditioners","Gree",176000,"null"
1457,"Gree Air Conditioner 1 ton DC Invertor GS 12FITH 6 Wifi-By Electronics worlds","Air Conditioners","Gree",163500,"null"
1458,"Gree Air Conditioner 1.5 ton DC Invertor GS 18FITH 6 Wifi-By Electronics worlds","Air Conditioners","Gree",15186,"null"
1459,"Gree Air Conditioner 2 ton DC Invertor GS 24FITH 6 Wifi-By Electronics worlds","Air Conditioners","Gree",270000,"null"
1460,"Gree GS 18 FITH 7 Split AC Inverter (1.5 Ton) - Fairy Royal-By Electronics World","Air Conditioners","Gree",18715,"null"
1462,"GREE 24 TF Floor Standing 2 Ton T Fresh (Cool Only)-By Electronics World","Air Conditioners","Gree",310000,"null"
1463,"GREE 48 TF Floor Standing 4 Ton T Fresh (Cool Only)-By Electronics World","Air Conditioners","Gree",45000,"null"
1464,"GREE 24 TFIH Floor Standing AC 2 TON - T Fresh (Inverter)-By Electronics World","Air Conditioners","Gree",379500,"null"
1465,"GREE 36 TFIH Floor Standing AC 3 Ton T Fresh Inverter-By Electronics World","Air Conditioners","Gree",479500,"null"
1466,"GREE 48 TFIH Floor Standing 4 Ton T Fresh Inverter-By Electronics World","Air Conditioners","Gree",45000,"null"
1467,"GREE 24 VTIH Value Time Floor Standing AC (Inverter)-By Electronics World","Air Conditioners","Gree",479500,"null"
1469,"EcoStar AC 1 TON Inverter Imperial/Duke Series (Heat & Cool) W-By Electronics worlds","Air Conditioners","EcoStar",45000,"null"
1470,"EcoStar AC 1.5 TON Inverter Imperial/Duke Series (Heat & Cool) W-By Electronics worlds","Air Conditioners","EcoStar",45000,"null"
1471,"EcoStar AC 2 TON Inverter Imperial/Duke Series (Heat & Cool) W-By Electronics worlds","Air Conditioners","EcoStar",45000,"null"
1472,"EcoStar AC 1 TON Inverter Imperial/Duke Series (Heat & Cool) B/G-By Electronics worlds","Air Conditioners","EcoStar",45000,"null"
1473,"EcoStar AC 1.5 TON Inverter Imperial/Duke Series (Heat & Cool) B/G-By Electronics worlds","Air Conditioners","EcoStar",45000,"null"
1474,"EcoStar AC 2 TON Inverter Imperial/Duke Series (Heat & Cool) B/G-By Electronics worlds","Air Conditioners","EcoStar",45000,"null"
1475,"EcoStar 12Pro T3 Prince Series 1 TON Inverter Split AC (Heat & Cool)-By Electronics World","Air Conditioners","EcoStar",132000,"null"
1476,"EcoStar 18Pro T3 Prince Series 1.5 TON Inverter Split AC (Heat & Cool)-By Electronics World","Air Conditioners","EcoStar",18315,"null"
1477,"EcoStar 24Pro T3 Prince Series 2 TON Inverter Split AC (Heat & Cool)-By Electronics World","Air Conditioners","EcoStar",225000,"null"
1478,"TCL 65 C655 PRO","LED TVs","TCL",65655,"null"
1479,"TCL 75 C655","LED TVs","TCL",75655,"null"
1480,"TCL 75 C655 PRO","LED TVs","TCL",75655,"null"
1481,"TCL 32 L5A","LED TVs","TCL",61500,"null"
1482,"TCL 40 L5A","LED TVs","TCL",81500,"null"
1483,"TCL 43 L5A","LED TVs","TCL",91500,"null"
1484,"TCL 32 S5400","LED TVs","TCL",325400,"null"
1485,"TCL 40 S5400","LED TVs","TCL",405400,"null"
1486,"TCL 43 S5400","LED TVs","TCL",435400,"null"
1487,"TCL 50 V6","LED TVs","TCL",128000,"null"
1488,"TCL 43 P71B","LED TVs","TCL",100000,"null"
1489,"TCL 50 P71B","LED TVs","TCL",130000,"null"
1490,"TCL 55 P71B","LED TVs","TCL",45000,"null"
1491,"TCL 55 C645","LED TVs","TCL",55645,"null"
1492,"TCL 43 P755","LED TVs","TCL",43755,"null"
1493,"TCL 50 P755","LED TVs","TCL",50755,"null"
1494,"TCL 55 P755","LED TVs","TCL",55755,"null"
1495,"TCL 65 P755","LED TVs","TCL",65755,"null"
1496,"TCL 55 P6K","LED TVs","TCL",140000,"null"
1497,"TCL 65 P6K","LED TVs","TCL",204500,"null"
1498,"TCL 50 C6KS","LED TVs","TCL",185000,"null"
1499,"TCL 55 C6KS","LED TVs","TCL",207000,"null"
1500,"TCL 65 C6KS","LED TVs","TCL",271000,"null"
1501,"TCL 75 C6KS","LED TVs","TCL",379000,"null"
1502,"TCL 43 T6C","LED TVs","TCL",103500,"null"
1503,"TCL 50 T6C","LED TVs","TCL",130000,"null"
1504,"TCL 55 T6C","LED TVs","TCL",152000,"null"
1505,"TCL 65 T6C","LED TVs","TCL",212500,"null"
1506,"TCL 75 T6C","LED TVs","TCL",292000,"null"
1507,"TCL 85 T6C","LED TVs","TCL",45000,"null"
1508,"TCL 43 P79K","LED TVs","TCL",113500,"null"
1509,"TCL 50 P79K","LED TVs","TCL",141000,"null"
1510,"TCL 55 P79K","LED TVs","TCL",163500,"null"
1511,"TCL 65 P79K","LED TVs","TCL",219000,"null"
1512,"TCL 75 P79K","LED TVs","TCL",316500,"null"
1513,"TCL 85 P79K","LED TVs","TCL",8579,"null"
1514,"TCL 55 P8K","LED TVs","TCL",184500,"null"
1515,"TCL 65 P8K","LED TVs","TCL",252000,"null"
1516,"TCL 75 P8K","LED TVs","TCL",344500,"null"
1517,"TCL 85 P8K","LED TVs","TCL",45000,"null"
1518,"TCL 98 P8K","LED TVs","TCL",45000,"null"
1520,"40 K66","LED TVs","Haier 40 Android LED H40K66FG/On Installments ONLY KARACHI",404066,"null"
1521,"43 K66 UG 4K","LED TVs","Haier 43 Inch H43K66UGP Smart Android LED TV With Official Warranty ONLY FOR KARACHI-By Electronics ",434366,"null"
1522,"32 K800/K801","LED TVs","Haier 32 H32K800X- Google LED ONLY FOR KARACHI-By Electronics World",59000,"null"
1523,"43 K800/K801 FX","LED TVs","Haier 43 H43K800FX- Google LED ONLY FOR KARACHI-By Electronics World",89000,"null"
1524,"43 S800 Q-LED","LED TVs","Haier 43 Inch H43S800UX QLED Google TV With Official Warranty ONLY FOR KARACHI-By Electronics World",43800,"null"
1525,"50 S800 Q-LED","LED TVs","Haier 50 Inch H50S800UX QLED Google TV With Official Warranty ONLY FOR KARACHI-By Electronics World",50800,"null"
1526,"55 S800 Q-LED","LED TVs","Haier 55 Inch H55S800EUX QLED Google TV With Official Warranty ONLY FOR KARACHI-By Electronics World",55800,"null"
1527,"75 S800 Q-LED","LED TVs","Haier 75 Inch H75S800UX QLED Google TV With Official Warranty ONLY FOR KARACHI-By Electronics World",75800,"null"
1528,"32 S80","LED TVs","Haier 32 QLED H32S80EFX - Google TV With Official Warranty ONLY FOR KARACHI-By Electronics World",323280,"null"
1529,"50 S80","LED TVs","Haier 50 QLED H50S80EUX - Google TV With Official Warranty ONLY FOR KARACHI-By Electronics World",124500,"null"
1530,"55 S80 / S81","LED TVs","Haier 55 QLED H55S80EUX - Google TV ONLY FOR KARACHI-By Electronics World",139000,"null"
1531,"65 S80","LED TVs","Haier 65 QLED H65S80EU-S80E 4K Smart TV ONLY FOR KARACHI-By Electronics World",203500,"null"
1532,"75 S80","LED TVs","Haier 75 QLED H75S80EUX-Google TV ONLY FOR KARACHI-By Electronics World",285500,"null"
1533,"HMW-20 MWS","Microwave Ovens","Haier HMW 20 MWS 20 Litre-By Electronics World",45000,"null"
1534,"HMN 20 MXP5","Microwave Ovens","Haier HMN 20 MXP5  20 Litre-By Electronics World",20520,"null"
1535,"HMN 20 MXP6","Microwave Ovens","Haier HMN 20 MXP6 20 Litre-By Electronics World",20620,"null"
1536,"HGL 20 MXP7","Microwave Ovens","Haier HGL 20 MXP7  20 Litre-By Electronics World",20720,"null"
1537,"HGL 20 MXP8","Microwave Ovens","Haier HGL 20 MXP8 20 Litre-By Electronics World",20820,"null"
1538,"HGL-25MXP8","Microwave Ovens","Haier HGL-25 MXP8 25 Litre-By Electronics World",25825,"null"
1539,"HMW-20 MHES","Microwave Ovens","Haier HWM-20 MHES  20 Litre-By Electronics World",45000,"null"
1540,"HGL-30100","Microwave Ovens","Haier HGL-30100 30 Litre-By Electronics World",30100,"https://www.alfatah.com.pk/wp-content/uploads/2024/01/3010-fr-600x600.webp"
1541,"HMN-32100 EGB","Microwave Ovens","Haier HMN-32100 EGB  32 Litre-By Electronics World",32100,"https://lahorelectronics.com/wp-content/uploads/2021/06/HMN-32100EGB-11.jpeg"
1542,"HMO-62 MX80","Microwave Ovens","Haier HMO-62 MX80 62 Litre-By Electronics World",45000,"null"
1543,"HMW-30 AFR","Microwave Ovens","Haier HMW-30AFR  30 Litre-By Electronics World",45000,"null"
1544,"HMW-30 AFS","Microwave Ovens","Haier HMW-30AFS  30 Litre-By Electronics World",45000,"null"
1545,"HMW-20 MBS","Microwave Ovens","Haier Microwave oven HMW-20 MBS-By Electronics World",45000,"null"
1546,"HMW-20 MX11","Microwave Ovens","Haier Microwave Oven HMW-20MX11-By Electronics World",45000,"null"
1547,"HMW-20 MX12","Microwave Ovens","Haier Microwave Oven HMW-20MX12-By Electronics World",45000,"null"
1548,"HMW-20 DSS Digital","Microwave Ovens","Haier Microwave Oven HMW-20DSS-By Electronics World",45000,"null"
1549,"HMW-20 DGS GRILL","Microwave Ovens","Haier Microwave Oven HMW-20DGS-By Electronics World",45000,"null"
1550,"HGL-23200","Microwave Ovens","Haier Microwave Oven HMW-23200-By Electronics World",23200,"https://modernelectronics.pk/cdn/shop/files/HGL-23100.jpg?v=1707298126&width=700"
1551,"HGL-28100","Microwave Ovens","Haier Microwave Oven HMW-28100-By Electronics World",28100,"null"
1552,"HMO-45200","Microwave Ovens","Haier Microwave Oven HMN-45200 ESD-By Electronics World",45200,"null"
1553,"DW-550","Washing Machines","Dawlance Microwave Oven DW 550-By Electronics World",45000,"null"
1554,"DW-530","Washing Machines","Dawlance Microwave Oven DW 530-By Electronics World",45000,"null"
1555,"DW-393","Washing Machines","Dawlance Microwave Oven DW 393-By Electronics World",45000,"/images/products/dawlance-dawlance-cooking-series-microwave-oven-23-ltr-dw-393-g.jpg"
1556,"DW-395","Washing Machines","Dawlance Microwave Oven DW-395-By Electronics World",45000,"null"
1557,"DW-390 S","Washing Machines","Dawlance Microwave Oven DW-390S-By Electronics World",45000,"null"
1558,"DW-388","Washing Machines","Dawlance Microwave Oven DW-388-By Electronics World",45000,"null"
1559,"DW-374","Washing Machines","Dawlance Microwave Oven DW-374-By Electronics World",45000,"/images/products/dawlance-dawlance-microwave-oven-23-ltr-black-dw-374.jpg"
1560,"DW-297","Washing Machines","Dawlance Microwave Oven DW-297 GSS-By Electronics World",45000,"/images/products/dawlance-dawlance-cooking-series-microwave-oven-20-ltr-dw-297-gss.jpg"
1561,"DW-295 **","Washing Machines","Dawlance Microwave Oven DW 295-By Electronics World",45000,"/images/products/dawlance-dawlance-cooking-series-microwave-oven-20-ltr-dw-295.jpg"
1562,"DW-220","Washing Machines","Dawlance Microwave Oven DW 220 S-By Electronics World",45000,"/images/products/dawlance-dawlance-heating-series-microwave-oven-20-ltr-dw-220-s.jpg"
1563,"DW-210 Pro","Washing Machines","Dawlance Microwave Oven DW 210 Pro-By Electronics World",45000,"null"
1564,"DW-210 Solo","Washing Machines","Dawlance Microwave Oven DW 210 Solo-By Electronics World",45000,"/images/products/dawlance-dw-210-solo.jpg"
1565,"DW-162 **","Washing Machines","Dawlance Microwave Oven DW 162 HZP-By Electronics World",45000,"/images/products/dawlance-dawlance-classic-series-microwave-oven-62-ltr-dw-162-hzp.jpg"
1566,"DW-142 **","Washing Machines","Dawlance Microwave Oven DW 142 HZP-By Electronics World",45000,"/images/products/dawlance-dawlance-cooking-series-microwave-oven-42-ltr-dw-142-hzp.jpg"
1567,"DW-136 **","Washing Machines","Dawlance DW 136 G Grilling Microwave Oven-By Electronics World",45000,"/images/products/dawlance-dawlance-cooking-series-microwave-oven-36-ltr-dw-136-g.jpg"
1568,"DW-133","Washing Machines","Dawlance DW 133 G Grilling Microwave Oven-By Electronics World",45000,"null"
1569,"DW-132","Washing Machines","Dawlance DW 132 S Heating Microwave Oven-By Electronics World",45000,"null"
1570,"DW-128","Washing Machines","Dawlance DW 128 G Grilling Microwave Oven-By Electronics World",45000,"null"
1571,"DW-115","Washing Machines","Dawlance DW 115 CHZP Baking Microwave Oven-By Electronics World",45000,"null"
1572,"MD-20 INV","Microwave Ovens","Dawlance MD 20 INV Heating Microwave Oven-By Electronics World",45000,"null"
1573,"MD-15","Microwave Ovens","Dawlance MD 15 SOLO Heating Microwave Oven-By Electronics World",45000,"null"
1574,"MD-10","Microwave Ovens","Dawlance DW MD 10 Heating Microwave Oven-By Electronics World",45000,"null"
1575,"MD-7","Microwave Ovens","Dawlance DW MD 7 Heating Microwave Oven-By Electronics World",45000,"null"
1576,"MD-4","Microwave Ovens","Dawlance DW MD 4 N Black Heating Microwave Oven-By Electronics World",45000,"null"
1577,"20M Macaroni Solo","Microwave Ovens","Orient Microwave  Macaroni 20M Solo Black-By Electronics World",45000,"null"
1578,"20M Panini Solo","Microwave Ovens","Orient Microwave  20M Panini Solo-By Electronics World",45000,"null"
1579,"20M Popcorn Solo","Microwave Ovens","Orient Popcorn 20M Solo Black Microwave-By Electronics World",45000,"null"
1580,"20D Kabab Solo","Microwave Ovens","Orient Kabab 20D Solo Black Microwave-By Electronics World",45000,"null"
1581,"23D Pasta Grill","Microwave Ovens","Orient Pasta 23D Grill Black Microwave-By Electronics World",45000,"null"
1582,"23D Roast Grill","Microwave Ovens","Orient Roast 23D Grill Black Microwave-By Electronics World",45000,"null"
1583,"30D Muffin Grill","Microwave Ovens","Orient Muffin 30D Grill Black Microwave-By Electronics World",45000,"null"
1584,"34D Pizza Grill","Microwave Ovens","Orient Pizza 34D Grill Black Microwave-By Electronics World",45000,"null"
1585,"PMO-20BH CLASSIC PLUS","Microwave Ovens","PEL PMO-20 BH Classic Plus 20Ltr Microwave Oven-By Electronics World",45000,"/images/products/haier-pel-microwave-oven-pmo-20-bh-classic-plus-on-installment.jpg"
1586,"PMO-23 SLM","Microwave Ovens","PEL PMO-23 SLM 23 Ltr Desire Microwave Oven-By Electronics World",45000,"/images/products/haier-pel-pmo-23-slm-23-ltr-desire-microwave-oven-on-installments.jpg"
1587,"PMO-23 SLD","Microwave Ovens","PEL PMO-23 SLD 23 Ltr Desire Microwave Oven-By Electronics World",45000,"null"
1588,"PMO-30 BG","Microwave Ovens","PEL PMO-30 BG Glamour Microwave Oven 30 Ltr -By Electronics World",45000,"/images/products/haier-pel-pmo-30bg-glamour-microwave-oven-30-ltr-on-istallments.jpg"
1589,"PMO-38 BG","Microwave Ovens","PEL PMO-38 BG Glamour Microwave Oven 30 Ltr-By Electronics World",45000,"/images/products/haier-pel-pmo-38bg-glamour-microwave-oven-38-ltr-on-installments.jpg"
1590,"PMO-23 DESIRE","Microwave Ovens","PEL PMO 23 WGM Desire Microwave Oven 23L-By Electronics World",45000,"/images/products/haier-pel-pmo-23-desire-microwave-oven-on-installments.jpg"
1591,"PMO-26 DESIRE","Microwave Ovens","PEL PMO 26 WGM Desire Microwave Oven 26L-By Electronics World",45000,"/images/products/haier-pel-pmo-26-desire-microwave-oven-on-installments.jpg"
1592,"PMO-30 DESIRE","Microwave Ovens","PEL PMO 30 WGM Desire Microwave Oven 30L-By Electronics World",45000,"/images/products/haier-pel-pmo-30-desire-microwave-oven-30-litres-on-installments.jpg"
1593,"PMO-25 CONVECTION","Microwave Ovens","PEL Microwave Oven PMO-25L Convection Series-By Electronics World",45000,"/images/products/haier-pel-pmo-25-convection-microwave-oven-on-installments.jpg"
1594,"PMO-26 CHEF","Microwave Ovens","Pel Microwave Oven 26Ltr – Model PMO-26 Chef Series Grill-By Electronics World",45000,"/images/products/haier-pel-pmo-26-chef-digital-microwave-oven-on-installments.jpg"
1595,"PWD-215","Water Dispensers","PEL 215 WATER DISPENSER-By Electronics World",45000,"null"
1596,"PWD-315","Water Dispensers","PEL 315 Water Dispenser-By Electronics World",45000,"null"
1597,"PWD-425","Water Dispensers","PEL 425 Flat GD Water Dispenser-By Electronics World",45000,"null"
1598,"PWD-525 GD","Water Dispensers","PEL 425 Flat GD Water Dispenser-By Electronics World",45000,"null"
1599,"Orient Icon 2","Water Dispensers","Orient",45000,"/images/products/orient-icon-2-taps-water-dispenser.jpg"
1600,"Orient Icon 3","Water Dispensers","Orient",45000,"/images/products/orient-icon-3-taps-water-dispenser.jpg"
1601,"Crystal/Marvel/Flare 3","Water Dispensers","Orient Crystal 3  Water Dispenser-By Electronics World",45000,"null"
1602,"HWD-49320","Water Dispensers","Homage HWD-49320-By Electronics World",49320,"null"
1603,"HWD-49432 G","Water Dispensers","Homage HWD-49432 G-By Electronics World",49432,"null"
1604,"HWD-49331","Water Dispensers","Homage HWD-49331-By Electronics World",49331,"null"
1605,"HWD-49332 P","Water Dispensers","Homage HWD-49332 P-By Electronics World",49332,"null"
